Namespace(backbone='resnet50', batch_size=32, config='TwoWayAtt/twowayatt.yaml', data_dir='/DB/rhome/yuhaowang/CV_DA/OfficeHomeDataset_10072016', device=device(type='cuda'), early_stop=0, epoch_based_training=False, lr=0.001, lr_decay=0.75, lr_gamma=0.0003, lr_scheduler=True, momentum=0.9, n_epoch=100, n_iter_per_epoch=300, num_workers=3, seed=1, src_domain='Art', tgt_domain='Real_World', transfer_loss='bnm', transfer_loss_weight=1.0, use_bottleneck=True, weight_decay=0.0005)
Epoch: [ 1/100], cls_loss: 2.4394, transfer_loss: -0.2141, total_Loss: 2.2253, test_loss 1.906362, test_acc: 55.2215
Epoch: [65/100], cls_loss: 0.0196, transfer_loss: -0.8438, total_Loss: -0.8242, test_loss 1.114297, test_acc: 79.6190
Epoch: [66/100], cls_loss: 0.0192, transfer_loss: -0.8449, total_Loss: -0.8257, test_loss 1.124215, test_acc: 79.7108
Epoch: [67/100], cls_loss: 0.0191, transfer_loss: -0.8399, total_Loss: -0.8209, test_loss 1.150801, test_acc: 79.4124
Epoch: [68/100], cls_loss: 0.0208, transfer_loss: -0.8450, total_Loss: -0.8241, test_loss 1.143049, test_acc: 79.6190
Epoch: [69/100], cls_loss: 0.0210, transfer_loss: -0.8439, total_Loss: -0.8229, test_loss 1.141061, test_acc: 79.5961
Epoch: [70/100], cls_loss: 0.0196, transfer_loss: -0.8430, total_Loss: -0.8234, test_loss 1.146246, test_acc: 79.5042
Epoch: [71/100], cls_loss: 0.0197, transfer_loss: -0.8421, total_Loss: -0.8224, test_loss 1.142189, test_acc: 79.6190
Epoch: [72/100], cls_loss: 0.0196, transfer_loss: -0.8457, total_Loss: -0.8261, test_loss 1.138028, test_acc: 79.5501
Epoch: [73/100], cls_loss: 0.0196, transfer_loss: -0.8424, total_Loss: -0.8228, test_loss 1.151462, test_acc: 79.6420
Epoch: [74/100], cls_loss: 0.0184, transfer_loss: -0.8450, total_Loss: -0.8266, test_loss 1.153782, test_acc: 79.6420
Epoch: [75/100], cls_loss: 0.0187, transfer_loss: -0.8435, total_Loss: -0.8248, test_loss 1.143195, test_acc: 79.5501
Epoch: [76/100], cls_loss: 0.0196, transfer_loss: -0.8439, total_Loss: -0.8244, test_loss 1.173848, test_acc: 79.5961
Epoch: [77/100], cls_loss: 0.0185, transfer_loss: -0.8469, total_Loss: -0.8284, test_loss 1.177054, test_acc: 79.6420
Epoch: [78/100], cls_loss: 0.0189, transfer_loss: -0.8423, total_Loss: -0.8234, test_loss 1.156896, test_acc: 79.5961
Epoch: [79/100], cls_loss: 0.0182, transfer_loss: -0.8454, total_Loss: -0.8271, test_loss 1.161603, test_acc: 79.5272
Epoch: [80/100], cls_loss: 0.0178, transfer_loss: -0.8468, total_Loss: -0.8290, test_loss 1.177282, test_acc: 79.5042
Epoch: [81/100], cls_loss: 0.0191, transfer_loss: -0.8466, total_Loss: -0.8274, test_loss 1.178386, test_acc: 79.5042
Epoch: [82/100], cls_loss: 0.0190, transfer_loss: -0.8452, total_Loss: -0.8262, test_loss 1.187606, test_acc: 79.6420
Epoch: [83/100], cls_loss: 0.0182, transfer_loss: -0.8462, total_Loss: -0.8280, test_loss 1.171750, test_acc: 79.7338
Epoch: [84/100], cls_loss: 0.0174, transfer_loss: -0.8519, total_Loss: -0.8345, test_loss 1.170945, test_acc: 79.6879
Epoch: [85/100], cls_loss: 0.0178, transfer_loss: -0.8482, total_Loss: -0.8304, test_loss 1.175570, test_acc: 79.4813
Epoch: [86/100], cls_loss: 0.0191, transfer_loss: -0.8461, total_Loss: -0.8269, test_loss 1.168006, test_acc: 79.6649
Epoch: [87/100], cls_loss: 0.0177, transfer_loss: -0.8448, total_Loss: -0.8271, test_loss 1.192558, test_acc: 79.5731
Epoch: [88/100], cls_loss: 0.0181, transfer_loss: -0.8519, total_Loss: -0.8339, test_loss 1.177148, test_acc: 79.5501
Epoch: [89/100], cls_loss: 0.0178, transfer_loss: -0.8487, total_Loss: -0.8309, test_loss 1.179517, tes t_acc: 79.7338
Epoch: [90/100], cls_loss: 0.0178, transfer_loss: -0.8471, total_Loss: -0.8293, test_loss 1.189945, test_acc: 79.6420
Epoch: [91/100], cls_loss: 0.0176, transfer_loss: -0.8512, total_Loss: -0.8336, test_loss 1.209147, test_acc: 79.6879
Epoch: [92/100], cls_loss: 0.0171, transfer_loss: -0.8478, total_Loss: -0.8307, test_loss 1.193417, test_acc: 79.5731
Epoch: [93/100], cls_loss: 0.0175, transfer_loss: -0.8482, total_Loss: -0.8307, test_loss 1.210770, test_acc: 79.5731
Epoch: [94/100], cls_loss: 0.0172, transfer_loss: -0.8462, total_Loss: -0.8290, test_loss 1.215781, test_acc: 79.6190
Epoch: [95/100], cls_loss: 0.0180, transfer_loss: -0.8487, total_Loss: -0.8307, test_loss 1.208909, test_acc: 79.4813
Epoch: [96/100], cls_loss: 0.0173, transfer_loss: -0.8526, total_Loss: -0.8354, test_loss 1.191970, test_acc: 79.5042
Epoch: [97/100], cls_loss: 0.0180, transfer_loss: -0.8477, total_Loss: -0.8297, test_loss 1.204179, test_acc: 79.5272
Epoch: [98/100], cls_loss: 0.0164, transfer_loss: -0.8489, total_Loss: -0.8325, test_loss 1.202705, test_acc: 79.6649
Epoch: [99/100], cls_loss: 0.0170, transfer_loss: -0.8507, total_Loss: -0.8337, test_loss 1.220493, test_acc: 79.5042
Epoch: [100/100], cls_loss: 0.0173, transfer_loss: -0.8469, total_Loss: -0.8296, test_loss 1.228145, test_acc: 79.2977
Transfer result: 79.7338
